County,Water_Body_Name,Landmark,Advisory Level,Advisory_Date_of_Recommendation,AdvisoryDetail,Advisory_Detail_Description,Bloom_Date_Created,Bloom_Report_ID,Advisory Level,AdvisoryLevelDescription,Contact_Organization,County,Landmark,Observation_Date,Rec_Land_Manager,Regional_Water_Board,Water_Body_Manager,Water_Body_Name,DetailStaticText,Bloom Longitude Corrected,Bloom_Latitude
Los Angeles,Lake Hughes,Lake Hughes Lake,Last verified >90 days ago,6/20/2024,Visual monitoring only-present bloom,Visual observation of harmful algal bloom from shoreline or boat. Water testing was not conducted to measure toxicity of bloom according to statewide guidelines. Contact the water or land manager listed above to request water testing due to the confirmed visible bloom.,6/19/2024 13:17,4527,Last verified >90 days ago,No new observations have been made of this bloom for more than 90 days. Contact waterbody manager for current conditions.,,Los Angeles,Lake Hughes Lake,6/19/2024 0:00,,Region 4 - Los Angeles,,Lake Hughes,Detail,-118.44605,34.67552
Los Angeles,Lake Hughes,near boats,Last verified >90 days ago,6/20/2024,Lake-wide advisory; Visual monitoring only-present bloom,Advisory applies to the full extent of the lake or reservoir (lake-wide advisory) and is not to limited the location symbolized by this report.  Visual observation of harmful algal bloom from shoreline or boat. Water testing was not conducted to measure toxicity of bloom according to statewide guidelines. Contact the water or land manager listed above to request water testing due to the confirmed visible bloom.,6/20/2024 9:38,4528,Last verified >90 days ago,No new observations have been made of this bloom for more than 90 days. Contact waterbody manager for current conditions.,,Los Angeles,near boats,6/19/2024 0:00,,Region 4 - Los Angeles,,Lake Hughes,Detail,-118.44826,34.67652
Los Angeles,Legg Lake,Center lake - Whittier Narrows Recreation Area,Last verified >30 days ago,9/18/2024,Advisory based on visual and toxins; Lake-wide advisory; Updates from routine monitoring program-organization,"Advisory applies to the full extent of the lake or reservoir (lake-wide advisory) and is not to limited the location symbolized by this report.  Advisory based on presence of harmful algal bloom and water testing that detected cyanotoxins.  Updates to this report are provided by a routine water monitoring program conducting site visits at this waterway, refer to Organization field above for more information.",5/13/2024 12:41,4476,Last verified >30 days ago,No new observations have been made of this bloom for 30 days. The bloom may still be present or may have subsided. Contact waterbody manager for current conditions.,LA County,Los Angeles,Center lake - Whittier Narrows Recreation Area,5/13/2024 0:00,,Region 4 - Los Angeles,,Legg Lake,Detail,-118.05982,34.03726
Los Angeles,Legg Lake,"North lake, east side-Whittier Narrows Recreational Area",Last verified >30 days ago,9/18/2024,Advisory based on visual and toxins; Lake-wide advisory; Updates from routine monitoring program-organization,"Advisory applies to the full extent of the lake or reservoir (lake-wide advisory) and is not to limited the location symbolized by this report.  Advisory based on presence of harmful algal bloom and water testing that detected cyanotoxins.  Updates to this report are provided by a routine water monitoring program conducting site visits at this waterway, refer to Organization field above for more information.",5/13/2024 12:40,4475,Last verified >30 days ago,No new observations have been made of this bloom for 30 days. The bloom may still be present or may have subsided. Contact waterbody manager for current conditions.,LA County,Los Angeles,"North lake, east side-Whittier Narrows Recreational Area",5/13/2024 0:00,,Region 4 - Los Angeles,,Legg Lake,Detail,-118.05747,34.03914
Los Angeles,Machado Lake,Boat ramp,Last verified >30 days ago,8/26/2024,Updates from routine monitoring program-organization,"Updates to this report are provided by a routine water monitoring program conducting site visits at this waterway, refer to Organization field above for more information.",8/26/2024 17:35,4680,Last verified >30 days ago,No new observations have been made of this bloom for 30 days. The bloom may still be present or may have subsided. Contact waterbody manager for current conditions.,City of LA: Watershed Protection Division,Los Angeles,Boat ramp,8/19/2024 0:00,,Region 4 - Los Angeles,,Machado Lake,Detail,-118.29308,33.78384
Los Angeles,Machado Lake,near playground,Last verified >30 days ago,8/26/2024,Advisory based on visual and toxins; Updates from routine monitoring program-organization,"Advisory based on presence of harmful algal bloom and water testing that detected cyanotoxins.  Updates to this report are provided by a routine water monitoring program conducting site visits at this waterway, refer to Organization field above for more information.",5/20/2024 8:36,4480,Last verified >30 days ago,No new observations have been made of this bloom for 30 days. The bloom may still be present or may have subsided. Contact waterbody manager for current conditions.,City of LA: Watershed Protection Division,Los Angeles,near playground,5/13/2024 0:00,,Region 4 - Los Angeles,,Machado Lake,Detail,-118.29399,33.78732
Los Angeles,pacific ocean,venice beach,Visual observation of a bloom,10/23/2024,Marine bloom suspected (red tide); Suspected illness reported,"Marine bloom or “red tide” are suspected in this area. Red tides appear reddish-brown color and can cause marine animal impacts, particularly for fish. Until water monitoring results are provided to confirm presence of red tide in this area, we recommend people and pets avoid contact with the water during times of any water discoloration or dense blooms in the water. People exposed to marine algae blooms via water contact may experience irritation of the eyes, skin, or respiratory system.   Suspected illness was reported and is under investigation by the Interagency HAB-related Illness Workgroup, no determination has been made.",10/23/2024 11:55,4734,Visual observation of a bloom,"Stay away from algae and scum in the water. Do NOT let pets go in the water, drink the water, or eat scum on the shore. Keep Children away from algae. Do not eat shellfish from this waterbody.",,Los Angeles,venice beach,10/20/2024 0:00,,Region 4 - Los Angeles,,pacific ocean,Detail,-118.56649,33.94017
Los Angeles,Puddingstone Reservoir,Bonelli RV Park shore,Last verified >30 days ago,9/23/2024,Advisory based on visual and toxins; Lake-wide advisory; Updates from routine monitoring program-organization,"Advisory applies to the full extent of the lake or reservoir (lake-wide advisory) and is not to limited the location symbolized by this report.  Advisory based on presence of harmful algal bloom and water testing that detected cyanotoxins.  Updates to this report are provided by a routine water monitoring program conducting site visits at this waterway, refer to Organization field above for more information.",5/13/2024 9:11,4474,Last verified >30 days ago,No new observations have been made of this bloom for 30 days. The bloom may still be present or may have subsided. Contact waterbody manager for current conditions.,LA County,Los Angeles,Bonelli RV Park shore,5/6/2024 0:00,,Region 4 - Los Angeles,,Puddingstone Reservoir,Detail,-117.79440,34.09055
Los Angeles,Puddingstone Reservoir,Frank G. Bonelli Regional Park,Last verified >90 days ago,4/23/2024,Under investigation; Updates from routine monitoring program-organization; Visual monitoring only-present bloom,"This report is under investigation.  Updates to this report are provided by a routine water monitoring program conducting site visits at this waterway, refer to Organization field above for more information.  Visual observation of harmful algal bloom from shoreline or boat. Water testing was not conducted to measure toxicity of bloom according to statewide guidelines. Contact the water or land manager listed above to request water testing due to the confirmed visible bloom.",4/23/2024 13:12,4448,Last verified >90 days ago,No new observations have been made of this bloom for more than 90 days. Contact waterbody manager for current conditions.,County of Los Angeles Department of Parks and Recreation,Los Angeles,Frank G. Bonelli Regional Park,4/16/2024 0:00,,Region 4 - Los Angeles,,Puddingstone Reservoir,Detail,-117.80856,34.08601
Los Angeles,Puddingstone Reservoir,swim beach,Last verified >30 days ago,9/23/2024,Advisory based on visual and toxins; Lake-wide advisory; Updates from routine monitoring program-organization,"Advisory applies to the full extent of the lake or reservoir (lake-wide advisory) and is not to limited the location symbolized by this report.  Advisory based on presence of harmful algal bloom and water testing that detected cyanotoxins.  Updates to this report are provided by a routine water monitoring program conducting site visits at this waterway, refer to Organization field above for more information.",5/13/2024 9:10,4473,Last verified >30 days ago,No new observations have been made of this bloom for 30 days. The bloom may still be present or may have subsided. Contact waterbody manager for current conditions.,LA County,Los Angeles,swim beach,5/6/2024 0:00,,Region 4 - Los Angeles,,Puddingstone Reservoir,Detail,-117.80669,34.08024
Los Angeles,Pyramid Lake,"Pyramid Lake, Emigrant Landing Swim beach",None,11/8/2024,Updates from routine monitoring program-organization,"Updates to this report are provided by a routine water monitoring program conducting site visits at this waterway, refer to Organization field above for more information.",5/26/2022 10:15,3399,None,No bloom advisory. Cyanotoxin concentrations or visual indicators do not exceed  advisory trigger levels.,Department of Water Resources (DWR),Los Angeles,"Pyramid Lake, Emigrant Landing Swim beach",5/17/2022 0:00,,Region 4 - Los Angeles,,Pyramid Lake,Detail,-118.78027,34.67500
Los Angeles,Pyramid Lake,"Pyramid Lake, outlet, surface",None,11/8/2024,Updates from routine monitoring program-organization,"Updates to this report are provided by a routine water monitoring program conducting site visits at this waterway, refer to Organization field above for more information.",5/26/2022 10:11,3398,None,No bloom advisory. Cyanotoxin concentrations or visual indicators do not exceed  advisory trigger levels.,Department of Water Resources,Los Angeles,"Pyramid Lake, outlet, surface",5/17/2022 0:00,,Region 4 - Los Angeles,California Department of Water Resources,Pyramid Lake,Detail,-118.76420,34.64490
Los Angeles,Pyramid Lake,"Pyramid Lake, Vaquero Swim beach",Caution,11/8/2024,Updates from routine monitoring program-organization,"Updates to this report are provided by a routine water monitoring program conducting site visits at this waterway, refer to Organization field above for more information.",5/26/2022 10:16,3400,Caution,"Stay away from algae and scum in the water. Do NOT let pets go in the water, drink the water, or eat scum on the shore. Keep Children away from algae. Do not eat shellfish from this waterbody.",Department of Water Resources (DWR),Los Angeles,"Pyramid Lake, Vaquero Swim beach",5/17/2022 0:00,,Region 4 - Los Angeles,,Pyramid Lake,Detail,-118.76555,34.66139
Los Angeles,Quail Lake,Quail Lake - Outlet,None,11/12/2024,Updates from routine monitoring program-organization,"Updates to this report are provided by a routine water monitoring program conducting site visits at this waterway, refer to Organization field above for more information.",6/2/2023 11:27,4149,None,No bloom advisory. Cyanotoxin concentrations or visual indicators do not exceed  advisory trigger levels.,CA Department of Water Resources,Los Angeles,Quail Lake - Outlet,5/23/2023 0:00,California Department of Water Resources,Region 6 - Lahontan,California Department of Water Resources,Quail Lake,Detail,-118.75790,34.77330
Madera,H.V. Eastman Lake,at east boat ramp 1 (539MAD400),Last verified >30 days ago,8/27/2024,Updates from routine monitoring program-organization,"Updates to this report are provided by a routine water monitoring program conducting site visits at this waterway, refer to Organization field above for more information.",1/10/2023 17:10,3943,Last verified >30 days ago,No new observations have been made of this bloom for 30 days. The bloom may still be present or may have subsided. Contact waterbody manager for current conditions.,US Army Corps of Engineers,Madera,at east boat ramp 1 (539MAD400),1/1/2023 0:00,,Region 5 - Central Valley,,H.V. Eastman Lake,Detail,-119.96653,37.22019
Madera,H.V. Eastman Lake,at west boat ramp 2 (539MAD420),Last verified >30 days ago,8/27/2024,Updates from routine monitoring program-organization,"Updates to this report are provided by a routine water monitoring program conducting site visits at this waterway, refer to Organization field above for more information.",1/10/2023 17:10,3944,Last verified >30 days ago,No new observations have been made of this bloom for 30 days. The bloom may still be present or may have subsided. Contact waterbody manager for current conditions.,US Army Corps of Engineers,Madera,at west boat ramp 2 (539MAD420),1/1/2023 0:00,,Region 5 - Central Valley,,H.V. Eastman Lake,Detail,-119.98293,37.22707
Madera,Hensley Lake,at East Floating Dock (539MAD002),Last verified >30 days ago,8/27/2024,Testing results below posting triggers; Updates from routine monitoring program-organization,"Updates to this report are provided by a routine water monitoring program conducting site visits at this waterway, refer to Organization field above for more information.  Water testing of samples resulted in no exceedance of an advisory trigger threshold.",1/10/2023 17:07,3942,Last verified >30 days ago,No new observations have been made of this bloom for 30 days. The bloom may still be present or may have subsided. Contact waterbody manager for current conditions.,US Army Corps of Engineers,Madera,at East Floating Dock (539MAD002),1/1/2023 0:00,,Region 5 - Central Valley,,Hensley Lake,Detail,-119.87740,37.12031
Madera,Hensley Lake,at West Floating Dock (539MAD001),Last verified >30 days ago,8/27/2024,Testing results below posting triggers; Updates from routine monitoring program-organization,"Updates to this report are provided by a routine water monitoring program conducting site visits at this waterway, refer to Organization field above for more information.  Water testing of samples resulted in no exceedance of an advisory trigger threshold.",1/10/2023 17:06,3941,Last verified >30 days ago,No new observations have been made of this bloom for 30 days. The bloom may still be present or may have subsided. Contact waterbody manager for current conditions.,US Army Corps of Engineers,Madera,at West Floating Dock (539MAD001),1/1/2023 0:00,,Region 5 - Central Valley,,Hensley Lake,Detail,-119.88648,37.12074
Marin,Novato Creek,downstream of Stafford Lake,Last verified >90 days ago,4/26/2024,Under investigation,This report is under investigation.,4/26/2024 16:09,4451,Last verified >90 days ago,No new observations have been made of this bloom for more than 90 days. Contact waterbody manager for current conditions.,Marin Countywide Stormwater Pollution Prevention Program,Marin,downstream of Stafford Lake,4/26/2024 0:00,,Region 2 - San Francisco Bay,,Novato Creek,Detail,-122.61093,38.11629
Marin,Tomales Bay,Dillon beach,Caution,10/31/2024,Marine bloom present (red tide),"Marine bloom or “red tide” reported in this area. Red tides appear reddish-brown color and can cause marine animal impacts, particularly for fish. CA Water Boards agency recommends people and pets avoid contact with the water during times of any dense blooms or discoloration in the water. People exposed to marine algae blooms via water contact may experience irritation of the eyes, skin, or respiratory system. Report any illnesses of human or animals (domestic and wild) to https://tinyurl.com/HABReport1. More information about marine harmful algal blooms is available on Dept. of Public Health’s Marine Biotoxin Monitoring Program webpage at: https://tinyurl.com/5e8uc9k4.",10/31/2024 13:28,4744,Caution,"Stay away from algae and scum in the water. Do NOT let pets go in the water, drink the water, or eat scum on the shore. Keep Children away from algae. Do not eat shellfish from this waterbody.",,Marin,Dillon beach,10/27/2024 0:00,,Region 2 - San Francisco Bay,,Tomales Bay,Detail,-122.96798,38.24768
Mendocino,Cahto Creek,Cahto Creek at Laytonville Rancheria,Last verified >90 days ago,6/21/2024,,,6/21/2024 9:21,4531,Last verified >90 days ago,No new observations have been made of this bloom for more than 90 days. Contact waterbody manager for current conditions.,CALIFORNIA DEPARTMENT OF FISH AND WILDLIFE,Mendocino,Cahto Creek at Laytonville Rancheria,6/21/2024 0:00,,Region 1 - North Coast,,Cahto Creek,Detail,-123.50522,39.66674
Mendocino,East Fork Russian River,Access near Elledge Ranch Rd,Last verified >30 days ago,8/20/2024,Advisory based on visual and toxins; Bottom/benthic bloom observed,"Advisory based on presence of harmful algal bloom and water testing that detected cyanotoxins.  Observations at this site include confirmation of harmful algal bloom that  forms potential toxic algal mats that grow attached to cobble, sand, and plants on the bottom of the waterway. The water can appear clear when algal mats are attached to the bottom. These mats can dislodge and float downstream or strand on the shoreline, children and dogs should avoid touching mat material.",8/20/2024 14:45,4665,Last verified >30 days ago,No new observations have been made of this bloom for 30 days. The bloom may still be present or may have subsided. Contact waterbody manager for current conditions.,RB1 FHAB,Mendocino,Access near Elledge Ranch Rd,8/12/2024 0:00,County Environmental Health Department,Region 1 - North Coast,County Environmental Health Department,East Fork Russian River,Detail,-123.14377,39.24225
Mendocino,Lake Mendocino,at South Ramp,None,10/25/2024,No cyano bloom w/testing; Testing results below posting triggers; Updates from routine monitoring program-organization,"Updates to this report are provided by a routine water monitoring program conducting site visits at this waterway, refer to Organization field above for more information.  Water testing of samples did not detect presence of harmful algal bloom produced by cyanobacteria.  Water testing of samples resulted in no exceedance of an advisory trigger threshold.",8/28/2023 11:33,4350,None,No bloom advisory. Cyanotoxin concentrations or visual indicators do not exceed  advisory trigger levels.,RB1 FHAB,Mendocino,at South Ramp,8/17/2023 0:00,County Environmental Health Department,Region 1 - North Coast,United States Army Corps of Engineers,Lake Mendocino,Detail,-123.18072,39.20484
Mendocino,Navarro River,Philo California,Last verified >30 days ago,8/22/2024,Advisory based on visual and toxins; Bottom/benthic bloom observed,"Advisory based on presence of harmful algal bloom and water testing that detected cyanotoxins.  Observations at this site include confirmation of harmful algal bloom that  forms potential toxic algal mats that grow attached to cobble, sand, and plants on the bottom of the waterway. The water can appear clear when algal mats are attached to the bottom. These mats can dislodge and float downstream or strand on the shoreline, children and dogs should avoid touching mat material.",8/28/2023 15:35,4353,Last verified >30 days ago,No new observations have been made of this bloom for 30 days. The bloom may still be present or may have subsided. Contact waterbody manager for current conditions.,,Mendocino,Philo California,8/24/2023 0:00,County Environmental Health Department,Region 1 - North Coast,,Navarro River,Detail,-123.44688,39.05616
Mendocino,South Fork Eel River,Standish-Hickey,Last verified >30 days ago,8/20/2024,Bottom/benthic bloom observed,"Observations at this site include confirmation of harmful algal bloom that  forms potential toxic algal mats that grow attached to cobble, sand, and plants on the bottom of the waterway. The water can appear clear when algal mats are attached to the bottom. These mats can dislodge and float downstream or strand on the shoreline, children and dogs should avoid touching mat material.",8/29/2023 7:06,4354,Last verified >30 days ago,No new observations have been made of this bloom for 30 days. The bloom may still be present or may have subsided. Contact waterbody manager for current conditions.,RB1 FHAB,Mendocino,Standish-Hickey,8/29/2023 0:00,County Environmental Health Department,Region 1 - North Coast,California State Parks,South Fork Eel River,Detail,-123.72610,39.87530
Merced,O'Neill Forebay,Boat Launch,Last verified >30 days ago,9/20/2024,Lake-wide advisory; Testing results below posting triggers; Updates from routine monitoring program-organization,"Advisory applies to the full extent of the lake or reservoir (lake-wide advisory) and is not to limited the location symbolized by this report.  Updates to this report are provided by a routine water monitoring program conducting site visits at this waterway, refer to Organization field above for more information.  Water testing of samples resulted in no exceedance of an advisory trigger threshold.",1/11/2023 15:54,3953,Last verified >30 days ago,No new observations have been made of this bloom for 30 days. The bloom may still be present or may have subsided. Contact waterbody manager for current conditions.,Department of Water Resources (DWR),Merced,Boat Launch,1/1/2023 0:00,,Region 5 - Central Valley,,O'Neill Forebay,Detail,-121.05916,37.08389
Merced,San Luis Reservoir,Dinosaur Point Boat Launch,Warning,11/7/2024,Advisory based on visual and toxins; Lake-wide advisory; Updates from routine monitoring program-organization,"Advisory applies to the full extent of the lake or reservoir (lake-wide advisory) and is not to limited the location symbolized by this report.  Advisory based on presence of harmful algal bloom and water testing that detected cyanotoxins.  Updates to this report are provided by a routine water monitoring program conducting site visits at this waterway, refer to Organization field above for more information.",1/6/2023 11:43,3871,Warning,"NO SWIMMING. Stay away from algae and scum in the water. Do NOT let pets go in the water, drink the water, or eat scum on the shore. Do not eat shellfish from this waterbody.",DWR,Merced,Dinosaur Point Boat Launch,1/3/2023 0:00,,Region 5 - Central Valley,,San Luis Reservoir,Detail,-121.16445,37.06773
Modoc,Turner Creek,Turner Creek ~0.6mi above Pit River (526PS2392?,Last verified >90 days ago,7/30/2024,Updates from routine monitoring program-organization,"Updates to this report are provided by a routine water monitoring program conducting site visits at this waterway, refer to Organization field above for more information.",7/30/2024 12:58,4631,Last verified >90 days ago,No new observations have been made of this bloom for more than 90 days. Contact waterbody manager for current conditions.,CALIFORNIA DEPARTMENT OF FISH AND WILDLIFE,Modoc,Turner Creek ~0.6mi above Pit River (526PS2392?,7/17/2024 0:00,,Region 5 - Central Valley,,Turner Creek,Detail,-121.00303,41.42102
Modoc,Turner Creek,"Turner Creek, above 42N21 Rd.",Last verified >90 days ago,7/2/2024,Updates from routine monitoring program-organization,"Updates to this report are provided by a routine water monitoring program conducting site visits at this waterway, refer to Organization field above for more information.",7/2/2024 10:07,4546,Last verified >90 days ago,No new observations have been made of this bloom for more than 90 days. Contact waterbody manager for current conditions.,CALIFORNIA DEPARTMENT OF FISH AND WILDLIFE,Modoc,"Turner Creek, above 42N21 Rd.",6/25/2024 0:00,,Region 5 - Central Valley,,Turner Creek,Detail,-121.04365,41.45572
Mono,Bridgeport Reservoir,North East Corner of Dam,Last verified >30 days ago,10/2/2024,Advisory based on visual and toxins,Advisory based on presence of harmful algal bloom and water testing that detected cyanotoxins.,6/21/2023 14:04,4167,Last verified >30 days ago,No new observations have been made of this bloom for 30 days. The bloom may still be present or may have subsided. Contact waterbody manager for current conditions.,,Mono,North East Corner of Dam,6/13/2023 0:00,,Region 6 - Lahontan,,Bridgeport Reservoir,Detail,-119.21121,38.32629
Mono,Bridgeport Reservoir,Old Marina Boat Ramp,Last verified >30 days ago,10/2/2024,Advisory based on visual and toxins; Floating/planktonic bloom observed,"Advisory based on presence of harmful algal bloom and water testing that detected cyanotoxins.  Observations at this site include confirmation of harmful algal bloom that forms floating/planktonic blooms. Children and dogs should avoid skin contact with bloom material that may appear as discolored water, milky water, with a surface sheen (like spilled paint), or scum.",6/21/2023 14:06,4168,Last verified >30 days ago,No new observations have been made of this bloom for 30 days. The bloom may still be present or may have subsided. Contact waterbody manager for current conditions.,,Mono,Old Marina Boat Ramp,6/13/2023 0:00,,Region 6 - Lahontan,,Bridgeport Reservoir,Detail,-119.21343,38.31759
Mono,Bridgeport Reservoir,Paradise Shore RV Camp,Last verified >90 days ago,7/11/2024,Suspected illness reported; Under investigation,"Suspected illness was reported and is under investigation by the Interagency HAB-related Illness Workgroup, no determination has been made.  This report is under investigation.",7/2/2024 10:47,4547,Last verified >90 days ago,No new observations have been made of this bloom for more than 90 days. Contact waterbody manager for current conditions.,,Mono,Paradise Shore RV Camp,6/21/2024 0:00,,Region 6 - Lahontan,,Bridgeport Reservoir,Detail,-119.21682,38.28903
Mono,Bridgeport Reservoir,RV Park,Last verified >30 days ago,10/2/2024,Advisory based on visual and toxins; Floating/planktonic bloom observed,"Advisory based on presence of harmful algal bloom and water testing that detected cyanotoxins.  Observations at this site include confirmation of harmful algal bloom that forms floating/planktonic blooms. Children and dogs should avoid skin contact with bloom material that may appear as discolored water, milky water, with a surface sheen (like spilled paint), or scum.",6/21/2023 14:08,4169,Last verified >30 days ago,No new observations have been made of this bloom for 30 days. The bloom may still be present or may have subsided. Contact waterbody manager for current conditions.,,Mono,RV Park,6/13/2023 0:00,,Region 6 - Lahontan,,Bridgeport Reservoir,Detail,-119.21802,38.28412
Mono,Crowley Lake,Hilton Creek Drainage,Last verified >30 days ago,10/7/2024,Advisory based on visual and toxins,Advisory based on presence of harmful algal bloom and water testing that detected cyanotoxins.,6/13/2023 11:39,4161,Last verified >30 days ago,No new observations have been made of this bloom for 30 days. The bloom may still be present or may have subsided. Contact waterbody manager for current conditions.,,Mono,Hilton Creek Drainage,6/11/2023 0:00,,Region 6 - Lahontan,Los Angeles Department of Water and Power,Crowley Lake,Detail,-118.74165,37.58088
Mono,Crowley Lake,Marina,Last verified >30 days ago,10/7/2024,Advisory based on visual and toxins,Advisory based on presence of harmful algal bloom and water testing that detected cyanotoxins.,6/13/2023 11:37,4160,Last verified >30 days ago,No new observations have been made of this bloom for 30 days. The bloom may still be present or may have subsided. Contact waterbody manager for current conditions.,,Mono,Marina,6/11/2023 0:00,,Region 6 - Lahontan,Los Angeles Department of Water and Power,Crowley Lake,Detail,-118.73214,37.58333
Mono,East Walker River,Bridgeport Reservoir,Last verified >30 days ago,8/27/2024,Under investigation,This report is under investigation.,9/9/2024 13:38,4705,Last verified >30 days ago,No new observations have been made of this bloom for 30 days. The bloom may still be present or may have subsided. Contact waterbody manager for current conditions.,"CA Dept of Fish and Wildlife, Senior Environmental Scientist",Mono,Bridgeport Reservoir,8/17/2024 0:00,,Region 6 - Lahontan,,East Walker River,Detail,-119.21442,38.32759
Mono,Grant Lake,Marina,Last verified >30 days ago,10/4/2024,Advisory based on visual and toxins; No cyano bloom w/testing; Updates from routine monitoring program-organization,"Advisory based on presence of harmful algal bloom and water testing that detected cyanotoxins.  Updates to this report are provided by a routine water monitoring program conducting site visits at this waterway, refer to Organization field above for more information.  Water testing of samples did not detect presence of harmful algal bloom produced by cyanobacteria.",6/27/2023 17:51,4197,Last verified >30 days ago,No new observations have been made of this bloom for 30 days. The bloom may still be present or may have subsided. Contact waterbody manager for current conditions.,,Mono,Marina,6/19/2023 0:00,,Region 6 - Lahontan,,Grant Lake,Detail,-119.11876,37.83291
Mono,Gull Lake,Kayak Launch,Last verified >30 days ago,8/22/2024,No cyano bloom w/testing; Updates from routine monitoring program-organization,"Updates to this report are provided by a routine water monitoring program conducting site visits at this waterway, refer to Organization field above for more information.  Water testing of samples did not detect presence of harmful algal bloom produced by cyanobacteria.",6/27/2023 17:55,4199,Last verified >30 days ago,No new observations have been made of this bloom for 30 days. The bloom may still be present or may have subsided. Contact waterbody manager for current conditions.,,Mono,Kayak Launch,6/19/2023 0:00,,Region 6 - Lahontan,,Gull Lake,Detail,-119.08373,37.77270
Mono,June Lake,Beach,Last verified >30 days ago,10/4/2024,No cyano bloom w/testing; Updates from routine monitoring program-organization,"Updates to this report are provided by a routine water monitoring program conducting site visits at this waterway, refer to Organization field above for more information.  Water testing of samples did not detect presence of harmful algal bloom produced by cyanobacteria.",6/27/2023 17:48,4196,Last verified >30 days ago,No new observations have been made of this bloom for 30 days. The bloom may still be present or may have subsided. Contact waterbody manager for current conditions.,,Mono,Beach,6/19/2023 0:00,,Region 6 - Lahontan,,June Lake,Detail,-119.07021,37.79530
Mono,Marble Creek,"Marble Creek, above Hwy 6 (603FC0252)",Last verified >30 days ago,9/6/2024,Updates from routine monitoring program-organization,"Updates to this report are provided by a routine water monitoring program conducting site visits at this waterway, refer to Organization field above for more information.",9/6/2024 9:12,4703,Last verified >30 days ago,No new observations have been made of this bloom for 30 days. The bloom may still be present or may have subsided. Contact waterbody manager for current conditions.,CALIFORNIA DEPARTMENT OF FISH AND WILDLIFE,Mono,"Marble Creek, above Hwy 6 (603FC0252)",8/28/2024 0:00,,Region 6 - Lahontan,,Marble Creek,Detail,-118.44550,37.75236
Mono,Silver Lake,Marina,Last verified >30 days ago,10/4/2024,Advisory based on visual and toxins; No cyano bloom w/testing; Updates from routine monitoring program-organization,"Advisory based on presence of harmful algal bloom and water testing that detected cyanotoxins.  Updates to this report are provided by a routine water monitoring program conducting site visits at this waterway, refer to Organization field above for more information.  Water testing of samples did not detect presence of harmful algal bloom produced by cyanobacteria.",6/27/2023 17:53,4198,Last verified >30 days ago,No new observations have been made of this bloom for 30 days. The bloom may still be present or may have subsided. Contact waterbody manager for current conditions.,,Mono,Marina,6/19/2023 0:00,,Region 6 - Lahontan,,Silver Lake,Detail,-119.12871,37.77950
Mono,Topaz Lake,Pullout South of Ag Station,Last verified >30 days ago,10/9/2024,Advisory based on visual and toxins,Advisory based on presence of harmful algal bloom and water testing that detected cyanotoxins.,6/30/2023 12:14,4221,Last verified >30 days ago,No new observations have been made of this bloom for 30 days. The bloom may still be present or may have subsided. Contact waterbody manager for current conditions.,,Mono,Pullout South of Ag Station,6/19/2023 0:00,,Region 6 - Lahontan,,Topaz Lake,Detail,-119.54835,38.67176
Mono,Unnamed wetland,"Jeffrey Mine Canyon, Jeffrey Mine/Champion Spark Mine",Last verified >30 days ago,9/12/2024,Under investigation,This report is under investigation.,9/10/2024 15:08,4706,Last verified >30 days ago,No new observations have been made of this bloom for 30 days. The bloom may still be present or may have subsided. Contact waterbody manager for current conditions.,,Mono,"Jeffrey Mine Canyon, Jeffrey Mine/Champion Spark Mine",9/7/2024 0:00,,Region 6 - Lahontan,,Unnamed wetland,Detail,-118.31900,37.61702
Monterey,Lake San Antonio,Lake San Antonio at North Shore McCandless Springs Campground (309SANTMC),Last verified >90 days ago,6/28/2024,Updates from routine monitoring program-organization,"Updates to this report are provided by a routine water monitoring program conducting site visits at this waterway, refer to Organization field above for more information.",5/21/2024 14:03,4486,Last verified >90 days ago,No new observations have been made of this bloom for more than 90 days. Contact waterbody manager for current conditions.,CENTRAL COAST REGIONAL WATER QUALITY CONTROL BOARD,Monterey,Lake San Antonio at North Shore McCandless Springs Campground (309SANTMC),5/15/2024 0:00,,Region 3 - Central Coast,,Lake San Antonio,Detail,-120.97624,35.86189
Monterey,Lake San Antonio,Lake San Antonio at South Shore (309SANTBE) Marina Launch,Last verified >90 days ago,5/21/2024,Advisory based on visual and toxins; Alert-high concentration toxins; Updates from routine monitoring program-organization,"Advisory based on presence of harmful algal bloom and water testing that detected cyanotoxins.  Alert! High concentration of one or more cyanotoxins measured at this site indicating elevated health risk to humans and animals.  Updates to this report are provided by a routine water monitoring program conducting site visits at this waterway, refer to Organization field above for more information.",5/27/2022 9:15,3425,Last verified >90 days ago,No new observations have been made of this bloom for more than 90 days. Contact waterbody manager for current conditions.,Central Coast Regional Water Quality Control Board,Monterey,Lake San Antonio at South Shore (309SANTBE) Marina Launch,5/19/2022 0:00,City Department,Region 3 - Central Coast,Unknown,Lake San Antonio,Detail,-120.95438,35.83303
